client_id,program_name,provider,entry_date,exit_date,exited_flag,exit_interview_completed,exit_destination,income_at_exit_range,permanent_housing_flag
C00527,HHCM,Provider_13,2022-05-01,2022-09-23,1,1,Other,No Income,0
C00528,OTHER_COC,Provider_01,2022-12-12,2023-02-03,1,1,"Rental by client, with ongoing housing subsidy","$2,001+",0
C00529,HHCM,Provider_12,2022-09-03,2023-05-01,1,1,Place not meant for habitation,"$1,001–$1,500",1
C00530,OTHER_COC,Provider_10,2023-03-15,2023-08-09,1,1,Staying with friends (temporary),"$2,001+",1
C00531,OTHER_COC,Provider_13,2022-06-10,2022-12-02,1,1,"Rental by client, no ongoing housing subsidy",Data Not Collected,1
C00532,OTHER_COC,Provider_13,2022-08-02,2022-11-20,1,1,Emergency shelter (voucher),"$2,001+",1
C00533,OTHER_COC,Provider_12,2022-01-28,2022-07-03,1,1,Staying with friends (temporary),"$2,001+",0
C00534,OTHER_COC,Provider_02,2023-03-11,2023-09-21,1,1,"Rental by client, no ongoing housing subsidy","$2,001+",0
C00535,CEA,Provider_03,2023-03-03,2023-12-02,1,1,Staying with family (temporary),"$2,001+",1
C00536,CEA,Provider_15,2023-07-29,2023-12-31,1,1,No Exit Interview completed,Data Not Collected,0
C00537,OTHER_COC,Provider_08,2022-04-16,2023-04-16,1,1,"Rental by client, with ongoing housing subsidy","$2,001+",1
C00538,OTHER_COC,Provider_08,2022-10-21,2023-04-11,1,1,Staying with family (temporary),"$1,001–$1,500",0
C00539,OTHER_COC,Provider_14,2023-08-04,2023-12-31,1,1,"Rental by client, with ongoing housing subsidy",Data Not Collected,0
C00540,SHI,Provider_13,2022-10-02,2023-12-31,0,1,Staying with family (temporary),Data Not Collected,0
C00541,OTHER_COC,Provider_10,2022-06-06,2023-05-08,1,1,Staying with friends (temporary),Data Not Collected,0
C00542,OTHER_COC,Provider_13,2022-05-14,2022-08-17,1,1,Staying with friends (temporary),"$1,501–$2,000",0
C00543,OTHER_COC,Provider_01,2022-01-09,2022-07-04,1,1,"Rental by client, with ongoing housing subsidy",No Income,0
C00544,CEA,Provider_11,2023-10-24,2023-12-31,0,1,Staying with family (temporary),Data Not Collected,0
C00545,CEA,Provider_15,2023-06-06,2023-09-08,1,1,"Rental by client, no ongoing housing subsidy",Data Not Collected,1
C00546,OTHER_COC,Provider_01,2023-09-28,2023-12-31,1,1,Other,Data Not Collected,1
C00547,OTHER_COC,Provider_02,2023-08-27,2023-11-11,1,1,"Rental by client, no ongoing housing subsidy","$2,001+",0
C00548,SHI,Provider_12,2022-05-31,2023-07-29,1,1,"Rental by client, with ongoing housing subsidy","$2,001+",1
C00549,HHCM,Provider_07,2022-05-23,2022-11-18,1,1,Place not meant for habitation,"$2,001+",0
C00550,OTHER_COC,Provider_01,2023-11-27,2023-12-31,0,1,No Exit Interview completed,Data Not Collected,0
C00551,OTHER_COC,Provider_03,2023-04-23,2023-12-31,1,1,"Rental by client, no ongoing housing subsidy",Data Not Collected,0
C00552,OTHER_COC,Provider_03,2023-05-09,2023-12-31,1,1,Emergency shelter (voucher),Data Not Collected,1
C00553,OTHER_COC,Provider_03,2023-12-25,2023-12-31,1,1,"Rental by client, with ongoing housing subsidy",Data Not Collected,0
C00554,OTHER_COC,Provider_13,2022-02-05,2022-08-15,1,1,Other,"$2,001+",0
C00555,HHCM,Provider_08,2022-12-29,2023-08-26,1,1,Place not meant for habitation,"$1,001–$1,500",1
C00556,OTHER_COC,Provider_10,2023-01-11,2023-12-31,1,1,Staying with friends (temporary),Data Not Collected,0
C00557,OTHER_COC,Provider_01,2022-09-19,2023-02-17,1,1,"Rental by client, with ongoing housing subsidy","$2,001+",1
C00558,SHI,Provider_06,2023-08-25,2023-12-31,0,1,Staying with family (temporary),Data Not Collected,0
C00559,SHI,Provider_03,2023-10-19,2023-12-31,0,1,"Rental by client, with ongoing housing subsidy",Data Not Collected,0
C00560,SHI,Provider_13,2023-06-22,2023-12-31,0,1,Deceased,Data Not Collected,0
C00561,SHI,Provider_15,2022-02-01,2023-12-31,1,1,Long-term care/nursing home,Data Not Collected,0
C00562,OTHER_COC,Provider_06,2022-10-01,2023-06-10,1,1,Staying with family (temporary),"$2,001+",0
C00563,OTHER_COC,Provider_15,2022-07-06,2023-05-15,1,1,Emergency shelter (voucher),"$2,001+",0
C00564,OTHER_COC,Provider_01,2023-09-01,2023-12-31,1,1,Other,Data Not Collected,0
C00565,OTHER_COC,Provider_03,2022-04-30,2022-06-22,1,1,Staying with family (temporary),"$2,001+",1
C00566,SHI,Provider_12,2022-08-08,2023-02-09,1,1,Deceased,Data Not Collected,0
C00567,OTHER_COC,Provider_03,2023-02-02,2023-05-09,1,1,Staying with family (temporary),No Income,0
C00568,OTHER_COC,Provider_14,2023-02-21,2023-06-30,1,1,"Rental by client, no ongoing housing subsidy",No Income,1
C00569,OTHER_COC,Provider_02,2023-04-04,2023-09-07,1,0,No Exit Interview completed,No Income,1
C00570,SHI,Provider_12,2023-06-10,2023-12-31,1,1,Jail/prison/juvenile detention,Data Not Collected,0
C00571,OTHER_COC,Provider_02,2022-12-07,2023-07-21,1,1,"Rental by client, no ongoing housing subsidy","$2,001+",1
C00572,OTHER_COC,Provider_02,2023-08-22,2023-12-31,0,1,Staying with friends (temporary),Data Not Collected,0
C00573,OTHER_COC,Provider_06,2023-01-17,2023-10-07,1,1,"Rental by client, with ongoing housing subsidy",Data Not Collected,0
C00574,OTHER_COC,Provider_15,2023-12-03,2023-12-31,1,1,Staying with family (temporary),Data Not Collected,0
C00575,OTHER_COC,Provider_08,2023-05-06,2023-12-31,0,1,Staying with family (temporary),Data Not Collected,0
C00576,OTHER_COC,Provider_08,2022-03-08,2022-06-30,1,1,Other,No Income,0
C00577,OTHER_COC,Provider_01,2022-12-29,2023-05-26,1,1,Staying with friends (temporary),"$1,001–$1,500",1
C00578,OTHER_COC,Provider_01,2022-04-27,2023-01-06,1,1,Staying with family (temporary),No Income,0
C00579,OTHER_COC,Provider_01,2023-03-25,2023-06-23,1,1,Staying with friends (temporary),"$2,001+",0
C00580,HHCM,Provider_13,2023-10-02,2023-12-31,1,1,Staying with family (temporary),Data Not Collected,0
C00581,SHI,Provider_02,2023-09-13,2023-12-31,1,0,No Exit Interview completed,Data Not Collected,0
C00582,SHI,Provider_03,2022-07-04,2023-12-31,1,1,"Rental by client, with ongoing housing subsidy",Data Not Collected,0
C00583,OTHER_COC,Provider_08,2023-01-24,2023-09-23,1,1,Staying with friends (temporary),$251–$500,0
C00584,HHCM,Provider_08,2022-07-28,2022-12-31,1,1,"Rental by client, with ongoing housing subsidy",Data Not Collected,1
C00585,CEA,Provider_06,2022-08-06,2022-11-27,1,1,"Rental by client, with ongoing housing subsidy",No Income,1
C00586,OTHER_COC,Provider_01,2023-11-17,2023-12-31,1,1,Staying with friends (temporary),Data Not Collected,0
C00587,HHCM,Provider_06,2022-03-15,2022-08-15,1,1,Staying with family (temporary),"$2,001+",1
C00588,OTHER_COC,Provider_10,2023-01-12,2023-03-28,1,1,Staying with family (temporary),"$2,001+",1
C00589,OTHER_COC,Provider_02,2023-11-16,2023-12-31,0,1,No Exit Interview completed,Data Not Collected,0
C00590,OTHER_COC,Provider_10,2023-06-22,2023-09-22,1,1,Staying with family (temporary),No Income,1
C00591,OTHER_COC,Provider_01,2023-07-13,2023-09-17,1,1,"Rental by client, no ongoing housing subsidy","$2,001+",1
C00592,OTHER_COC,Provider_14,2022-06-08,2022-08-29,1,1,Staying with family (temporary),"$1,501–$2,000",1
C00593,OTHER_COC,Provider_15,2023-11-25,2023-12-31,1,1,Staying with friends (temporary),Data Not Collected,0
C00594,SHI,Provider_01,2023-07-20,2023-12-31,1,1,Jail/prison/juvenile detention,Data Not Collected,0
C00595,SHI,Provider_06,2023-02-20,2023-11-11,1,1,No Exit Interview completed,Data Not Collected,0
C00596,CEA,Provider_06,2023-06-29,2023-09-18,1,1,Staying with friends (temporary),"$2,001+",1
C00597,OTHER_COC,Provider_13,2022-03-11,2022-06-04,1,1,Emergency shelter (voucher),"$1,001–$1,500",1
C00598,OTHER_COC,Provider_08,2022-08-26,2022-11-25,1,1,Emergency shelter (voucher),Data Not Collected,0
C00599,OTHER_COC,Provider_08,2023-02-06,2023-08-04,1,1,Staying with family (temporary),"$2,001+",0
C00600,HHCM,Provider_02,2023-07-12,2023-12-31,1,1,No Exit Interview completed,Data Not Collected,0
C00601,SHI,Provider_01,2023-07-02,2023-12-31,1,1,"Rental by client, with ongoing housing subsidy",Data Not Collected,1
C00602,OTHER_COC,Provider_08,2022-01-05,2022-02-09,1,1,No Exit Interview completed,"$1,501–$2,000",1
C00603,OTHER_COC,Provider_08,2022-10-22,2023-05-23,1,1,Staying with family (temporary),"$2,001+",1
C00604,OTHER_COC,Provider_13,2023-05-06,2023-11-03,1,1,No Exit Interview completed,"$2,001+",0
C00605,OTHER_COC,Provider_13,2022-03-27,2022-10-18,1,1,Staying with family (temporary),No Income,0
C00606,SHI,Provider_08,2022-10-16,2023-10-25,1,1,Deceased,"$2,001+",1
C00607,HHCM,Provider_08,2022-02-14,2022-10-12,1,1,Staying with family (temporary),"$2,001+",0
C00608,OTHER_COC,Provider_14,2023-03-22,2023-12-31,0,1,Staying with family (temporary),Data Not Collected,0
C00609,HHCM,Provider_12,2023-02-21,2023-06-20,1,1,"Rental by client, no ongoing housing subsidy",Data Not Collected,0
C00610,OTHER_COC,Provider_13,2023-11-06,2023-12-31,1,1,Staying with friends (temporary),Data Not Collected,0
C00611,OTHER_COC,Provider_17,2023-01-30,2023-12-31,1,1,"Rental by client, with ongoing housing subsidy",Data Not Collected,0
C00612,OTHER_COC,Provider_06,2023-01-24,2023-07-25,1,1,Staying with family (temporary),"$2,001+",0
C00613,OTHER_COC,Provider_10,2023-11-29,2023-12-31,0,1,Emergency shelter (voucher),Data Not Collected,0
C00614,OTHER_COC,Provider_08,2022-03-19,2022-09-06,1,1,Other,Data Not Collected,0
C00615,OTHER_COC,Provider_02,2023-06-24,2023-12-16,1,1,"Rental by client, with ongoing housing subsidy",No Income,0
C00616,HHCM,Provider_08,2022-08-07,2022-11-17,1,1,Staying with family (permanent),"$2,001+",0
C00617,OTHER_COC,Provider_06,2022-12-03,2023-04-21,1,1,Emergency shelter (voucher),"$2,001+",1
C00618,OTHER_COC,Provider_06,2023-12-25,2023-12-31,0,1,Staying with friends (temporary),Data Not Collected,0
C00619,OTHER_COC,Provider_02,2022-05-19,2022-08-03,1,1,Staying with family (temporary),No Income,0
C00620,OTHER_COC,Provider_10,2022-10-06,2023-02-18,1,1,Staying with family (temporary),Data Not Collected,0
C00621,OTHER_COC,Provider_09,2023-05-28,2023-12-31,1,1,"Rental by client, no ongoing housing subsidy",Data Not Collected,1
C00622,OTHER_COC,Provider_07,2023-05-14,2023-08-18,1,1,"Rental by client, no ongoing housing subsidy",No Income,0
C00623,HHCM,Provider_02,2023-10-17,2023-12-31,1,1,Staying with family (temporary),Data Not Collected,1
C00624,OTHER_COC,Provider_08,2022-11-11,2023-07-06,1,1,Emergency shelter (voucher),"$2,001+",1
C00625,OTHER_COC,Provider_01,2023-08-30,2023-12-31,0,1,No Exit Interview completed,Data Not Collected,0
C00626,CEA,Provider_03,2022-08-21,2022-11-21,1,1,"Rental by client, no ongoing housing subsidy","$2,001+",1
C00627,HHCM,Provider_04,2023-12-05,2023-12-31,0,1,Staying with family (temporary),Data Not Collected,0
C00628,OTHER_COC,Provider_13,2023-05-08,2023-09-26,1,1,"Rental by client, no ongoing housing subsidy","$2,001+",1
C00629,OTHER_COC,Provider_06,2023-07-25,2023-12-31,0,1,Other,Data Not Collected,0
C00630,OTHER_COC,Provider_08,2022-11-28,2023-02-04,1,1,Staying with family (temporary),"$2,001+",0
C00631,OTHER_COC,Provider_13,2022-01-08,2022-04-22,1,1,"Rental by client, no ongoing housing subsidy",Data Not Collected,1
C00632,OTHER_COC,Provider_06,2022-06-16,2022-09-24,1,1,"Rental by client, no ongoing housing subsidy","$1,001–$1,500",1
C00633,OTHER_COC,Provider_13,2022-08-23,2023-04-16,1,0,No Exit Interview completed,"$2,001+",1
C00634,OTHER_COC,Provider_02,2022-12-06,2023-01-24,1,1,Other,"$1,001–$1,500",0
C00635,CEA,Provider_03,2023-08-26,2023-10-28,1,1,No Exit Interview completed,"$2,001+",0
C00636,OTHER_COC,Provider_01,2023-02-15,2023-06-20,1,1,"Rental by client, with ongoing housing subsidy","$2,001+",0
C00637,CEA,Provider_08,2023-10-09,2023-12-31,1,1,Staying with family (temporary),Data Not Collected,0
C00638,SHI,Provider_15,2023-04-10,2023-11-30,1,1,No Exit Interview completed,"$2,001+",1
C00639,OTHER_COC,Provider_08,2022-11-20,2023-02-05,1,0,No Exit Interview completed,"$2,001+",0
C00640,OTHER_COC,Provider_08,2022-12-27,2023-02-28,1,1,Staying with friends (temporary),"$1,501–$2,000",1
C00641,OTHER_COC,Provider_03,2022-10-02,2023-05-07,1,1,Staying with family (temporary),No Income,0
C00642,OTHER_COC,Provider_15,2023-07-09,2023-11-04,1,1,Staying with family (temporary),"$2,001+",1
C00643,OTHER_COC,Provider_07,2023-02-19,2023-06-11,1,1,Staying with friends (temporary),No Income,0
C00644,OTHER_COC,Provider_03,2023-02-11,2023-05-13,1,1,Staying with family (temporary),"$2,001+",1
C00645,CEA,Provider_16,2023-04-18,2023-06-17,1,1,Other,Data Not Collected,1
C00646,SHI,Provider_06,2023-10-12,2023-12-31,0,1,"Rental by client, with ongoing housing subsidy",Data Not Collected,0
C00647,OTHER_COC,Provider_04,2023-08-13,2023-11-23,1,1,"Rental by client, no ongoing housing subsidy","$2,001+",1
C00648,OTHER_COC,Provider_01,2023-10-27,2023-12-31,0,1,Staying with friends (temporary),Data Not Collected,0
C00649,OTHER_COC,Provider_02,2022-11-07,2023-04-22,1,1,No Exit Interview completed,Data Not Collected,0
C00650,OTHER_COC,Provider_12,2022-05-09,2023-01-25,1,1,Other,"$2,001+",1
C00651,SHI,Provider_07,2023-12-08,2023-12-31,1,1,Staying with friends (permanent),Data Not Collected,1
C00652,OTHER_COC,Provider_15,2022-01-16,2022-06-14,1,1,Staying with family (temporary),Data Not Collected,0
C00653,OTHER_COC,Provider_01,2022-10-31,2023-02-18,1,1,"Rental by client, no ongoing housing subsidy","$1,001–$1,500",1
C00654,OTHER_COC,Provider_08,2023-07-16,2023-12-31,1,1,Staying with friends (temporary),Data Not Collected,0
C00655,OTHER_COC,Provider_10,2023-09-22,2023-11-18,1,1,"Rental by client, no ongoing housing subsidy",No Income,1
C00656,OTHER_COC,Provider_08,2022-04-27,2022-09-09,1,1,Other,"$2,001+",1
C00657,OTHER_COC,Provider_07,2023-02-27,2023-05-22,1,1,Other,"$2,001+",1
C00658,OTHER_COC,Provider_08,2023-09-25,2023-11-24,1,1,"Rental by client, with ongoing housing subsidy",No Income,1
C00659,OTHER_COC,Provider_08,2023-06-21,2023-09-11,1,1,"Rental by client, with ongoing housing subsidy","$2,001+",0
C00660,SHI,Provider_13,2022-09-03,2023-11-15,1,1,Staying with family (temporary),"$2,001+",1
C00661,OTHER_COC,Provider_03,2022-06-30,2023-06-30,1,1,Staying with friends (temporary),"$2,001+",0
C00662,OTHER_COC,Provider_06,2023-10-09,2023-12-31,0,1,"Rental by client, with ongoing housing subsidy",Data Not Collected,0
C00663,OTHER_COC,Provider_08,2022-11-08,2023-07-03,1,1,Staying with friends (temporary),"$1,001–$1,500",0
C00664,OTHER_COC,Provider_03,2023-07-11,2023-12-31,1,1,No Exit Interview completed,Data Not Collected,0
C00665,OTHER_COC,Provider_02,2023-01-23,2023-07-03,1,1,"Rental by client, no ongoing housing subsidy","$2,001+",1
C00666,SHI,Provider_15,2023-02-03,2023-12-31,1,1,Deceased,Data Not Collected,0
C00667,SHI,Provider_02,2023-01-04,2023-12-31,1,1,"Rental by client, with ongoing housing subsidy",Data Not Collected,0
C00668,HHCM,Provider_02,2023-01-26,2023-09-01,1,1,Place not meant for habitation,No Income,1
C00669,OTHER_COC,Provider_08,2023-10-08,2023-12-31,1,1,"Rental by client, with ongoing housing subsidy",Data Not Collected,1
C00670,OTHER_COC,Provider_01,2022-08-22,2023-01-31,1,1,"Rental by client, no ongoing housing subsidy","$2,001+",0
C00671,OTHER_COC,Provider_01,2022-10-11,2023-08-07,1,1,"Rental by client, with ongoing housing subsidy","$2,001+",1
C00672,OTHER_COC,Provider_01,2023-08-17,2023-11-03,1,1,Staying with friends (temporary),No Income,0
C00673,HHCM,Provider_01,2023-05-14,2023-07-17,1,1,Emergency shelter (voucher),"$2,001+",1
C00674,OTHER_COC,Provider_06,2022-04-20,2023-01-23,1,1,Staying with friends (temporary),"$2,001+",0
C00675,OTHER_COC,Provider_13,2022-11-23,2023-07-05,1,1,Other,"$2,001+",0
C00676,OTHER_COC,Provider_03,2023-10-11,2023-11-24,1,1,Staying with family (temporary),"$2,001+",0
C00677,OTHER_COC,Provider_06,2022-10-20,2023-01-11,1,1,Other,"$2,001+",0
C00678,OTHER_COC,Provider_08,2022-11-20,2023-02-11,1,1,Staying with family (temporary),"$2,001+",0
C00679,OTHER_COC,Provider_03,2022-06-24,2022-08-05,1,1,Staying with family (temporary),"$2,001+",1
C00680,OTHER_COC,Provider_06,2022-01-31,2022-10-21,1,0,No Exit Interview completed,"$2,001+",0
C00681,HHCM,Provider_05,2023-01-29,2023-09-26,1,1,"Rental by client, with ongoing housing subsidy","$2,001+",0
C00682,OTHER_COC,Provider_03,2022-06-07,2022-10-24,1,1,Staying with friends (temporary),"$2,001+",0
C00683,CEA,Provider_06,2023-09-01,2023-12-22,1,1,Staying with family (temporary),"$2,001+",0
C00684,SHI,Provider_01,2023-10-20,2023-12-31,1,1,Staying with family (temporary),Data Not Collected,0
C00685,OTHER_COC,Provider_13,2022-08-14,2023-08-14,1,1,"Rental by client, no ongoing housing subsidy",No Income,0
C00686,CEA,Provider_15,2023-07-11,2023-09-01,1,1,Staying with friends (temporary),"$1,501–$2,000",1
C00687,OTHER_COC,Provider_13,2023-09-15,2023-12-31,1,1,"Rental by client, no ongoing housing subsidy",Data Not Collected,0
C00688,HHCM,Provider_01,2023-01-12,2023-05-29,1,1,Staying with family (temporary),"$2,001+",1
C00689,OTHER_COC,Provider_10,2022-11-11,2023-06-02,1,1,Other,"$2,001+",1
C00690,OTHER_COC,Provider_08,2023-05-22,2023-12-19,1,1,No Exit Interview completed,"$2,001+",0
C00691,OTHER_COC,Provider_01,2023-05-01,2023-07-25,1,1,Staying with family (temporary),"$2,001+",1
C00692,OTHER_COC,Provider_15,2022-02-11,2022-04-17,1,1,"Rental by client, no ongoing housing subsidy","$2,001+",1
C00693,SHI,Provider_12,2023-10-25,2023-12-31,0,1,Jail/prison/juvenile detention,Data Not Collected,0
C00694,CEA,Provider_02,2022-08-06,2022-12-18,1,0,No Exit Interview completed,"$1,001–$1,500",1
C00695,HHCM,Provider_15,2023-10-27,2023-12-31,1,1,Place not meant for habitation,Data Not Collected,0
C00696,OTHER_COC,Provider_02,2023-07-28,2023-12-31,0,1,"Rental by client, with ongoing housing subsidy",Data Not Collected,0
C00697,OTHER_COC,Provider_06,2023-03-11,2023-10-15,1,1,"Rental by client, with ongoing housing subsidy",$251–$500,1
C00698,OTHER_COC,Provider_02,2023-12-27,2023-12-31,1,1,No Exit Interview completed,Data Not Collected,1
C00699,HHCM,Provider_02,2023-09-11,2023-12-31,1,1,"Rental by client, no ongoing housing subsidy",Data Not Collected,1
C00700,SHI,Provider_15,2023-02-23,2023-12-31,1,1,Staying with family (temporary),Data Not Collected,0
C00701,HHCM,Provider_08,2023-04-01,2023-11-27,1,0,No Exit Interview completed,"$2,001+",0
C00702,OTHER_COC,Provider_03,2022-03-14,2022-08-14,1,1,"Rental by client, with ongoing housing subsidy",Data Not Collected,1
C00703,CEA,Provider_12,2022-09-25,2022-12-26,1,1,No Exit Interview completed,"$1,501–$2,000",0
C00704,OTHER_COC,Provider_13,2023-07-08,2023-12-31,1,1,Staying with friends (temporary),Data Not Collected,0
C00705,OTHER_COC,Provider_14,2022-11-12,2023-03-18,1,1,Staying with friends (temporary),"$1,501–$2,000",1
C00706,OTHER_COC,Provider_15,2022-10-08,2023-10-08,1,1,Other,"$1,001–$1,500",1
C00707,SHI,Provider_14,2022-10-26,2023-12-31,1,1,Jail/prison/juvenile detention,Data Not Collected,0
C00708,OTHER_COC,Provider_08,2022-11-04,2023-02-01,1,1,Staying with family (temporary),"$2,001+",1
C00709,OTHER_COC,Provider_03,2023-04-22,2023-08-15,1,1,Staying with friends (temporary),"$2,001+",1
C00710,OTHER_COC,Provider_15,2023-03-31,2023-11-30,1,1,"Rental by client, no ongoing housing subsidy","$2,001+",1
C00711,OTHER_COC,Provider_01,2023-01-19,2023-05-01,1,1,Staying with friends (temporary),"$2,001+",0
C00712,SHI,Provider_02,2023-07-28,2023-12-31,0,1,No Exit Interview completed,Data Not Collected,0
C00713,OTHER_COC,Provider_06,2023-01-13,2023-04-07,1,1,"Rental by client, with ongoing housing subsidy","$2,001+",1
C00714,OTHER_COC,Provider_03,2023-04-19,2023-11-01,1,1,Staying with friends (temporary),"$2,001+",0
C00715,OTHER_COC,Provider_08,2023-04-14,2023-11-19,1,1,"Rental by client, no ongoing housing subsidy","$2,001+",0
C00716,SHI,Provider_14,2023-01-29,2023-12-31,1,1,"Rental by client, with ongoing housing subsidy",Data Not Collected,0
C00717,OTHER_COC,Provider_07,2023-08-22,2023-12-31,1,1,Staying with friends (temporary),Data Not Collected,1
C00718,OTHER_COC,Provider_08,2023-11-29,2023-12-31,0,1,Staying with friends (temporary),Data Not Collected,0
C00719,OTHER_COC,Provider_06,2022-04-02,2023-01-03,1,1,"Rental by client, with ongoing housing subsidy",No Income,0
C00720,OTHER_COC,Provider_10,2022-01-19,2022-09-03,1,0,No Exit Interview completed,"$2,001+",1
C00721,CEA,Provider_01,2022-12-08,2023-12-08,1,1,Staying with friends (temporary),Data Not Collected,0
C00722,HHCM,Provider_01,2023-06-01,2023-12-31,1,1,"Rental by client, no ongoing housing subsidy",Data Not Collected,0
C00723,OTHER_COC,Provider_08,2022-01-14,2022-11-04,1,1,"Rental by client, with ongoing housing subsidy","$2,001+",0
C00724,SHI,Provider_08,2022-08-30,2023-12-31,1,1,Staying with family (temporary),Data Not Collected,0
C00725,SHI,Provider_06,2023-09-03,2023-12-31,1,1,Emergency shelter (voucher),Data Not Collected,1
C00726,OTHER_COC,Provider_03,2022-09-23,2022-12-26,1,1,Emergency shelter (voucher),"$1,001–$1,500",1
C00727,OTHER_COC,Provider_01,2022-04-21,2022-07-31,1,1,"Rental by client, with ongoing housing subsidy","$2,001+",0
C00728,OTHER_COC,Provider_08,2022-11-24,2023-05-23,1,1,Staying with family (temporary),"$1,501–$2,000",0
C00729,HHCM,Provider_06,2023-09-11,2023-12-08,1,1,Staying with friends (temporary),"$2,001+",1
C00730,SHI,Provider_06,2022-04-14,2023-12-31,1,1,Jail/prison/juvenile detention,Data Not Collected,0
C00731,OTHER_COC,Provider_13,2023-04-08,2023-07-08,1,1,"Rental by client, with ongoing housing subsidy",Data Not Collected,0
C00732,SHI,Provider_10,2022-02-23,2023-12-31,1,1,No Exit Interview completed,Data Not Collected,0
C00733,OTHER_COC,Provider_02,2023-11-25,2023-12-31,0,1,"Rental by client, no ongoing housing subsidy",Data Not Collected,0
C00734,OTHER_COC,Provider_08,2023-07-02,2023-12-31,1,1,Staying with family (temporary),Data Not Collected,1
C00735,HHCM,Provider_02,2023-10-16,2023-12-31,1,1,Staying with family (permanent),Data Not Collected,0
C00736,OTHER_COC,Provider_02,2023-08-08,2023-12-31,1,1,"Rental by client, no ongoing housing subsidy",Data Not Collected,0
C00737,OTHER_COC,Provider_10,2022-08-06,2023-04-16,1,1,"Rental by client, no ongoing housing subsidy","$2,001+",1
C00738,HHCM,Provider_02,2022-08-06,2023-01-10,1,1,"Rental by client, no ongoing housing subsidy","$2,001+",1
C00739,OTHER_COC,Provider_03,2023-11-01,2023-12-31,0,1,Staying with family (temporary),Data Not Collected,0
C00740,OTHER_COC,Provider_13,2023-10-26,2023-12-10,1,1,"Rental by client, no ongoing housing subsidy","$501–$1,000",0
C00741,OTHER_COC,Provider_10,2023-01-14,2023-08-21,1,1,"Rental by client, no ongoing housing subsidy","$2,001+",1
C00742,OTHER_COC,Provider_15,2022-01-09,2022-07-31,1,1,"Rental by client, with ongoing housing subsidy",No Income,1
C00743,CEA,Provider_13,2022-07-14,2022-10-04,1,1,"Rental by client, with ongoing housing subsidy","$2,001+",1
C00744,OTHER_COC,Provider_03,2022-04-06,2022-10-28,1,1,"Rental by client, no ongoing housing subsidy","$2,001+",1
C00745,OTHER_COC,Provider_08,2023-09-24,2023-12-31,0,1,"Rental by client, with ongoing housing subsidy",Data Not Collected,0
C00746,OTHER_COC,Provider_04,2023-04-09,2023-12-31,1,1,Staying with friends (temporary),Data Not Collected,0
C00747,SHI,Provider_09,2022-09-13,2023-12-31,1,1,No Exit Interview completed,Data Not Collected,0
C00748,OTHER_COC,Provider_03,2022-02-12,2022-05-17,1,1,Emergency shelter (voucher),"$1,001–$1,500",1
C00749,OTHER_COC,Provider_01,2022-01-28,2022-05-20,1,1,"Rental by client, no ongoing housing subsidy","$2,001+",1
C00750,OTHER_COC,Provider_01,2023-02-18,2023-05-16,1,1,Staying with friends (temporary),"$2,001+",0
C00751,SHI,Provider_12,2023-11-13,2023-12-31,0,1,Staying with family (temporary),Data Not Collected,0
C00752,HHCM,Provider_01,2022-03-12,2022-11-07,1,1,Staying with family (temporary),"$2,001+",0
C00753,CEA,Provider_08,2023-09-19,2023-12-09,1,1,"Rental by client, with ongoing housing subsidy","$2,001+",0
C00754,OTHER_COC,Provider_13,2023-10-01,2023-12-21,1,1,Staying with family (temporary),No Income,1
C00755,OTHER_COC,Provider_10,2022-02-11,2022-07-25,1,1,"Rental by client, no ongoing housing subsidy","$2,001+",1
C00756,SHI,Provider_06,2023-08-29,2023-12-31,1,1,"Rental by client, with ongoing housing subsidy",Data Not Collected,0
C00757,OTHER_COC,Provider_02,2022-07-25,2023-07-25,1,1,Other,"$2,001+",0
C00758,OTHER_COC,Provider_14,2023-07-05,2023-12-31,0,1,Staying with friends (temporary),Data Not Collected,0
C00759,OTHER_COC,Provider_08,2023-06-20,2023-12-07,1,1,Staying with family (temporary),"$1,001–$1,500",0
C00760,HHCM,Provider_06,2023-11-07,2023-12-31,0,1,"Rental by client, with ongoing housing subsidy",Data Not Collected,0
C00761,CEA,Provider_15,2023-06-22,2023-12-31,1,1,Staying with family (temporary),Data Not Collected,0
C00762,CEA,Provider_02,2022-01-22,2022-04-01,1,1,Staying with friends (temporary),Data Not Collected,1
C00763,OTHER_COC,Provider_06,2023-02-03,2023-08-15,1,1,Staying with family (temporary),"$2,001+",0
C00764,SHI,Provider_01,2022-12-29,2023-12-31,0,1,Deceased,Data Not Collected,0
C00765,OTHER_COC,Provider_02,2023-02-05,2023-12-28,1,1,Staying with family (temporary),"$1,501–$2,000",0
C00766,OTHER_COC,Provider_06,2022-11-12,2023-11-10,1,1,"Rental by client, with ongoing housing subsidy","$2,001+",0
C00767,CEA,Provider_09,2023-04-07,2023-06-18,1,1,Emergency shelter (voucher),"$1,501–$2,000",0
C00768,OTHER_COC,Provider_03,2023-09-29,2023-12-31,1,1,Staying with family (temporary),Data Not Collected,0
C00769,SHI,Provider_08,2022-02-03,2023-12-31,1,1,Jail/prison/juvenile detention,Data Not Collected,0
C00770,HHCM,Provider_12,2022-07-24,2022-11-15,1,1,Place not meant for habitation,No Income,1
C00771,SHI,Provider_13,2023-10-29,2023-12-31,1,1,Deceased,Data Not Collected,0
